color,order
"[106, 182, 101]","[(254, 216, 61), (128, 199, 31), (22, 156, 156)]"
"[124, 193, 132]","[(254, 216, 61), (128, 199, 31), (58, 179, 218)]"
"[126, 138, 108]","[(254, 216, 61), (128, 199, 31), (60, 68, 170)]"
"[164, 129, 115]","[(254, 216, 61), (128, 199, 31), (137, 50, 184)]"
"[195, 143, 118]","[(254, 216, 61), (128, 199, 31), (199, 78, 189)]"
"[217, 173, 108]","[(254, 216, 61), (128, 199, 31), (243, 139, 170)]"
"[212, 212, 148]","[(254, 216, 61), (94, 124, 22), (249, 255, 254)]"
"[166, 164, 96]","[(254, 216, 61), (94, 124, 22), (157, 157, 151)]"
"[122, 124, 62]","[(254, 216, 61), (94, 124, 22), (71, 79, 82)]"
"[102, 100, 37]","[(254, 216, 61), (94, 124, 22), (29, 29, 33)]"
"[152, 127, 46]","[(254, 216, 61), (94, 124, 22), (131, 84, 50)]"
"[175, 108, 40]","[(254, 216, 61), (94, 124, 22), (176, 46, 38)]"
"[212, 149, 35]","[(254, 216, 61), (94, 124, 22), (249, 128, 29)]"
"[214, 193, 51]","[(254, 216, 61), (94, 124, 22), (254, 216, 61)]"
"[151, 184, 36]","[(254, 216, 61), (94, 124, 22), (128, 199, 31)]"
"[134, 147, 32]","[(254, 216, 61), (94, 124, 22), (94, 124, 22)]"
"[98, 163, 99]","[(254, 216, 61), (94, 124, 22), (22, 156, 156)]"
"[116, 174, 130]","[(254, 216, 61), (94, 124, 22), (58, 179, 218)]"
"[117, 119, 106]","[(254, 216, 61), (94, 124, 22), (60, 68, 170)]"
"[156, 110, 113]","[(254, 216, 61), (94, 124, 22), (137, 50, 184)]"
"[186, 124, 115]","[(254, 216, 61), (94, 124, 22), (199, 78, 189)]"
"[208, 154, 106]","[(254, 216, 61), (94, 124, 22), (243, 139, 170)]"
"[194, 220, 181]","[(254, 216, 61), (22, 156, 156), (249, 255, 254)]"
"[148, 172, 130]","[(254, 216, 61), (22, 156, 156), (157, 157, 151)]"
"[104, 132, 95]","[(254, 216, 61), (22, 156, 156), (71, 79, 82)]"
"[84, 108, 71]","[(254, 216, 61), (22, 156, 156), (29, 29, 33)]"
"[134, 135, 79]","[(254, 216, 61), (22, 156, 156), (131, 84, 50)]"
"[157, 116, 73]","[(254, 216, 61), (22, 156, 156), (176, 46, 38)]"
"[194, 157, 69]","[(254, 216, 61), (22, 156, 156), (249, 128, 29)]"
"[196, 201, 85]","[(254, 216, 61), (22, 156, 156), (254, 216, 61)]"
"[133, 192, 70]","[(254, 216, 61), (22, 156, 156), (128, 199, 31)]"
"[116, 155, 65]","[(254, 216, 61), (22, 156, 156), (94, 124, 22)]"
"[80, 171, 132]","[(254, 216, 61), (22, 156, 156), (22, 156, 156)]"
"[98, 182, 163]","[(254, 216, 61), (22, 156, 156), (58, 179, 218)]"
"[99, 127, 139]","[(254, 216, 61), (22, 156, 156), (60, 68, 170)]"
"[138, 118, 146]","[(254, 216, 61), (22, 156, 156), (137, 50, 184)]"
"[168, 132, 149]","[(254, 216, 61), (22, 156, 156), (199, 78, 189)]"
"[190, 162, 139]","[(254, 216, 61), (22, 156, 156), (243, 139, 170)]"
"[202, 226, 197]","[(254, 216, 61), (58, 179, 218), (249, 255, 254)]"
"[156, 177, 145]","[(254, 216, 61), (58, 179, 218), (157, 157, 151)]"
"[114, 138, 111]","[(254, 216, 61), (58, 179, 218), (71, 79, 82)]"
"[92, 113, 86]","[(254, 216, 61), (58, 179, 218), (29, 29, 33)]"
"[144, 141, 95]","[(254, 216, 61), (58, 179, 218), (131, 84, 50)]"
"[166, 122, 89]","[(254, 216, 61), (58, 179, 218), (176, 46, 38)]"
"[202, 163, 84]","[(254, 216, 61), (58, 179, 218), (249, 128, 29)]"
"[205, 207, 100]","[(254, 216, 61), (58, 179, 218), (254, 216, 61)]"
"[142, 198, 85]","[(254, 216, 61), (58, 179, 218), (128, 199, 31)]"
"[125, 161, 81]","[(254, 216, 61), (58, 179, 218), (94, 124, 22)]"
"[89, 177, 148]","[(254, 216, 61), (58, 179, 218), (22, 156, 156)]"
"[107, 188, 179]","[(254, 216, 61), (58, 179, 218), (58, 179, 218)]"
"[108, 133, 155]","[(254, 216, 61), (58, 179, 218), (60, 68, 170)]"
"[146, 124, 162]","[(254, 216, 61), (58, 179, 218), (137, 50, 184)]"
"[178, 138, 164]","[(254, 216, 61), (58, 179, 218), (199, 78, 189)]"
"[200, 168, 155]","[(254, 216, 61), (58, 179, 218), (243, 139, 170)]"
"[203, 198, 185]","[(254, 216, 61), (60, 68, 170), (249, 255, 254)]"
"[157, 150, 133]","[(254, 216, 61), (60, 68, 170), (157, 157, 151)]"
"[114, 110, 99]","[(254, 216, 61), (60, 68, 170), (71, 79, 82)]"
"[93, 86, 74]","[(254, 216, 61), (60, 68, 170), (29, 29, 33)]"
"[144, 113, 83]","[(254, 216, 61), (60, 68, 170), (131, 84, 50)]"
"[166, 94, 77]","[(254, 216, 61), (60, 68, 170), (176, 46, 38)]"
"[203, 135, 72]","[(254, 216, 61), (60, 68, 170), (249, 128, 29)]"
"[206, 179, 88]","[(254, 216, 61), (60, 68, 170), (254, 216, 61)]"
"[142, 170, 73]","[(254, 216, 61), (60, 68, 170), (128, 199, 31)]"
"[126, 133, 69]","[(254, 216, 61), (60, 68, 170), (94, 124, 22)]"
"[90, 149, 136]","[(254, 216, 61), (60, 68, 170), (22, 156, 156)]"
"[108, 160, 167]","[(254, 216, 61), (60, 68, 170), (58, 179, 218)]"
"[108, 105, 143]","[(254, 216, 61), (60, 68, 170), (60, 68, 170)]"
"[147, 96, 150]","[(254, 216, 61), (60, 68, 170), (137, 50, 184)]"
"[178, 110, 152]","[(254, 216, 61), (60, 68, 170), (199, 78, 189)]"
"[200, 140, 143]","[(254, 216, 61), (60, 68, 170), (243, 139, 170)]"
"[222, 194, 188]","[(254, 216, 61), (137, 50, 184), (249, 255, 254)]"
"[176, 145, 137]","[(254, 216, 61), (137, 50, 184), (157, 157, 151)]"
"[133, 106, 102]","[(254, 216, 61), (137, 50, 184), (71, 79, 82)]"
"[112, 81, 78]","[(254, 216, 61), (137, 50, 184), (29, 29, 33)]"
"[163, 108, 86]","[(254, 216, 61), (137, 50, 184), (131, 84, 50)]"
"[186, 90, 80]","[(254, 216, 61), (137, 50, 184), (176, 46, 38)]"
"[222, 130, 76]","[(254, 216, 61), (137, 50, 184), (249, 128, 29)]"
"[225, 174, 92]","[(254, 216, 61), (137, 50, 184), (254, 216, 61)]"
"[162, 166, 77]","[(254, 216, 61), (137, 50, 184), (128, 199, 31)]"
"[145, 128, 72]","[(254, 216, 61), (137, 50, 184), (94, 124, 22)]"
"[109, 144, 139]","[(254, 216, 61), (137, 50, 184), (22, 156, 156)]"
"[127, 156, 170]","[(254, 216, 61), (137, 50, 184), (58, 179, 218)]"
"[128, 100, 146]","[(254, 216, 61), (137, 50, 184), (60, 68, 170)]"
"[166, 92, 153]","[(254, 216, 61), (137, 50, 184), (137, 50, 184)]"
"[197, 106, 156]","[(254, 216, 61), (137, 50, 184), (199, 78, 189)]"
"[219, 136, 146]","[(254, 216, 61), (137, 50, 184), (243, 139, 170)]"
"[238, 201, 190]","[(254, 216, 61), (199, 78, 189), (249, 255, 254)]"
"[192, 152, 138]","[(254, 216, 61), (199, 78, 189), (157, 157, 151)]"
"[149, 113, 104]","[(254, 216, 61), (199, 78, 189), (71, 79, 82)]"
"[128, 88, 79]","[(254, 216, 61), (199, 78, 189), (29, 29, 33)]"
"[179, 116, 88]","[(254, 216, 61), (199, 78, 189), (131, 84, 50)]"
"[201, 96, 82]","[(254, 216, 61), (199, 78, 189), (176, 46, 38)]"
"[238, 138, 77]","[(254, 216, 61), (199, 78, 189), (249, 128, 29)]"
"[240, 182, 93]","[(254, 216, 61), (199, 78, 189), (254, 216, 61)]"
"[177, 173, 78]","[(254, 216, 61), (199, 78, 189), (128, 199, 31)]"
"[160, 136, 74]","[(254, 216, 61), (199, 78, 189), (94, 124, 22)]"
"[124, 152, 140]","[(254, 216, 61), (199, 78, 189), (22, 156, 156)]"
"[142, 163, 172]","[(254, 216, 61), (199, 78, 189), (58, 179, 218)]"
"[143, 108, 148]","[(254, 216, 61), (199, 78, 189), (60, 68, 170)]"
"[182, 98, 154]","[(254, 216, 61), (199, 78, 189), (137, 50, 184)]"
"[213, 112, 157]","[(254, 216, 61), (199, 78, 189), (199, 78, 189)]"
"[235, 143, 148]","[(254, 216, 61), (199, 78, 189), (243, 139, 170)]"
"[249, 216, 185]","[(254, 216, 61), (243, 139, 170), (249, 255, 254)]"
"[203, 167, 133]","[(254, 216, 61), (243, 139, 170), (157, 157, 151)]"
"[160, 128, 99]","[(254, 216, 61), (243, 139, 170), (71, 79, 82)]"
"[139, 103, 74]","[(254, 216, 61), (243, 139, 170), (29, 29, 33)]"
"[190, 131, 83]","[(254, 216, 61), (243, 139, 170), (131, 84, 50)]"
"[212, 112, 77]","[(254, 216, 61), (243, 139, 170), (176, 46, 38)]"
"[249, 153, 72]","[(254, 216, 61), (243, 139, 170), (249, 128, 29)]"
"[251, 197, 88]","[(254, 216, 61), (243, 139, 170), (254, 216, 61)]"
"[188, 188, 73]","[(254, 216, 61), (243, 139, 170), (128, 199, 31)]"
"[171, 151, 69]","[(254, 216, 61), (243, 139, 170), (94, 124, 22)]"
"[135, 167, 136]","[(254, 216, 61), (243, 139, 170), (22, 156, 156)]"
"[153, 178, 167]","[(254, 216, 61), (243, 139, 170), (58, 179, 218)]"
"[154, 123, 143]","[(254, 216, 61), (243, 139, 170), (60, 68, 170)]"
"[193, 114, 150]","[(254, 216, 61), (243, 139, 170), (137, 50, 184)]"
"[224, 128, 152]","[(254, 216, 61), (243, 139, 170), (199, 78, 189)]"
"[246, 158, 143]","[(254, 216, 61), (243, 139, 170), (243, 139, 170)]"
"[219, 241, 198]","[(128, 199, 31), (249, 255, 254), (249, 255, 254)]"
"[173, 192, 147]","[(128, 199, 31), (249, 255, 254), (157, 157, 151)]"
"[130, 153, 112]","[(128, 199, 31), (249, 255, 254), (71, 79, 82)]"
"[109, 128, 88]","[(128, 199, 31), (249, 255, 254), (29, 29, 33)]"
"[160, 156, 96]","[(128, 199, 31), (249, 255, 254), (131, 84, 50)]"
"[182, 136, 90]","[(128, 199, 31), (249, 255, 254), (176, 46, 38)]"
"[219, 178, 86]","[(128, 199, 31), (249, 255, 254), (249, 128, 29)]"
"[221, 222, 102]","[(128, 199, 31), (249, 255, 254), (254, 216, 61)]"
"[158, 213, 87]","[(128, 199, 31), (249, 255, 254), (128, 199, 31)]"
"[141, 176, 82]","[(128, 199, 31), (249, 255, 254), (94, 124, 22)]"
"[105, 192, 149]","[(128, 199, 31), (249, 255, 254), (22, 156, 156)]"
"[123, 203, 180]","[(128, 199, 31), (249, 255, 254), (58, 179, 218)]"
"[124, 148, 156]","[(128, 199, 31), (249, 255, 254), (60, 68, 170)]"
"[163, 138, 163]","[(128, 199, 31), (249, 255, 254), (137, 50, 184)]"
"[194, 152, 166]","[(128, 199, 31), (249, 255, 254), (199, 78, 189)]"
"[216, 183, 156]","[(128, 199, 31), (249, 255, 254), (243, 139, 170)]"
"[196, 216, 172]","[(128, 199, 31), (157, 157, 151), (249, 255, 254)]"
"[150, 168, 121]","[(128, 199, 31), (157, 157, 151), (157, 157, 151)]"
"[107, 128, 86]","[(128, 199, 31), (157, 157, 151), (71, 79, 82)]"
"[86, 104, 62]","[(128, 199, 31), (157, 157, 151), (29, 29, 33)]"
"[137, 131, 70]","[(128, 199, 31), (157, 157, 151), (131, 84, 50)]"
"[159, 112, 64]","[(128, 199, 31), (157, 157, 151), (176, 46, 38)]"
"[196, 153, 60]","[(128, 199, 31), (157, 157, 151), (249, 128, 29)]"
"[198, 197, 76]","[(128, 199, 31), (157, 157, 151), (254, 216, 61)]"
"[135, 188, 61]","[(128, 199, 31), (157, 157, 151), (128, 199, 31)]"
"[118, 151, 56]","[(128, 199, 31), (157, 157, 151), (94, 124, 22)]"
"[82, 167, 124]","[(128, 199, 31), (157, 157, 151), (22, 156, 156)]"
"[100, 178, 154]","[(128, 199, 31), (157, 157, 151), (58, 179, 218)]"
"[101, 123, 130]","[(128, 199, 31), (157, 157, 151), (60, 68, 170)]"
"[140, 114, 138]","[(128, 199, 31), (157, 157, 151), (137, 50, 184)]"
"[171, 128, 140]","[(128, 199, 31), (157, 157, 151), (199, 78, 189)]"
"[193, 158, 130]","[(128, 199, 31), (157, 157, 151), (243, 139, 170)]"
"[174, 197, 155]","[(128, 199, 31), (71, 79, 82), (249, 255, 254)]"
"[128, 148, 104]","[(128, 199, 31), (71, 79, 82), (157, 157, 151)]"
"[85, 109, 69]","[(128, 199, 31), (71, 79, 82), (71, 79, 82)]"
"[64, 84, 45]","[(128, 199, 31), (71, 79, 82), (29, 29, 33)]"
"[115, 112, 53]","[(128, 199, 31), (71, 79, 82), (131, 84, 50)]"
"[138, 92, 47]","[(128, 199, 31), (71, 79, 82), (176, 46, 38)]"
"[174, 134, 43]","[(128, 199, 31), (71, 79, 82), (249, 128, 29)]"
"[177, 178, 59]","[(128, 199, 31), (71, 79, 82), (254, 216, 61)]"
"[114, 169, 44]","[(128, 199, 31), (71, 79, 82), (128, 199, 31)]"
"[97, 132, 39]","[(128, 199, 31), (71, 79, 82), (94, 124, 22)]"
"[61, 148, 106]","[(128, 199, 31), (71, 79, 82), (22, 156, 156)]"
"[79, 159, 137]","[(128, 199, 31), (71, 79, 82), (58, 179, 218)]"
"[80, 104, 113]","[(128, 199, 31), (71, 79, 82), (60, 68, 170)]"
"[118, 94, 120]","[(128, 199, 31), (71, 79, 82), (137, 50, 184)]"
"[149, 108, 123]","[(128, 199, 31), (71, 79, 82), (199, 78, 189)]"
"[171, 139, 113]","[(128, 199, 31), (71, 79, 82), (243, 139, 170)]"
"[164, 184, 143]","[(128, 199, 31), (29, 29, 33), (249, 255, 254)]"
"[118, 136, 92]","[(128, 199, 31), (29, 29, 33), (157, 157, 151)]"
"[75, 96, 57]","[(128, 199, 31), (29, 29, 33), (71, 79, 82)]"
"[54, 72, 32]","[(128, 199, 31), (29, 29, 33), (29, 29, 33)]"
"[105, 99, 41]","[(128, 199, 31), (29, 29, 33), (131, 84, 50)]"
"[127, 80, 35]","[(128, 199, 31), (29, 29, 33), (176, 46, 38)]"
"[164, 121, 30]","[(128, 199, 31), (29, 29, 33), (249, 128, 29)]"
"[166, 165, 46]","[(128, 199, 31), (29, 29, 33), (254, 216, 61)]"
"[103, 156, 32]","[(128, 199, 31), (29, 29, 33), (128, 199, 31)]"
"[86, 119, 27]","[(128, 199, 31), (29, 29, 33), (94, 124, 22)]"
"[50, 135, 94]","[(128, 199, 31), (29, 29, 33), (22, 156, 156)]"
"[68, 146, 125]","[(128, 199, 31), (29, 29, 33), (58, 179, 218)]"
"[69, 91, 101]","[(128, 199, 31), (29, 29, 33), (60, 68, 170)]"
"[108, 82, 108]","[(128, 199, 31), (29, 29, 33), (137, 50, 184)]"
"[139, 96, 110]","[(128, 199, 31), (29, 29, 33), (199, 78, 189)]"
"[161, 126, 101]","[(128, 199, 31), (29, 29, 33), (243, 139, 170)]"
"[189, 198, 147]","[(128, 199, 31), (131, 84, 50), (249, 255, 254)]"
"[143, 149, 96]","[(128, 199, 31), (131, 84, 50), (157, 157, 151)]"
"[100, 110, 61]","[(128, 199, 31), (131, 84, 50), (71, 79, 82)]"
"[79, 85, 37]","[(128, 199, 31), (131, 84, 50), (29, 29, 33)]"
"[130, 113, 45]","[(128, 199, 31), (131, 84, 50), (131, 84, 50)]"
"[153, 94, 39]","[(128, 199, 31), (131, 84, 50), (176, 46, 38)]"
"[189, 135, 35]","[(128, 199, 31), (131, 84, 50), (249, 128, 29)]"
"[192, 179, 51]","[(128, 199, 31), (131, 84, 50), (254, 216, 61)]"
"[129, 170, 36]","[(128, 199, 31), (131, 84, 50), (128, 199, 31)]"
"[112, 133, 31]","[(128, 199, 31), (131, 84, 50), (94, 124, 22)]"
"[76, 149, 98]","[(128, 199, 31), (131, 84, 50), (22, 156, 156)]"
"[94, 160, 129]","[(128, 199, 31), (131, 84, 50), (58, 179, 218)]"
"[95, 105, 105]","[(128, 199, 31), (131, 84, 50), (60, 68, 170)]"
"[133, 96, 112]","[(128, 199, 31), (131, 84, 50), (137, 50, 184)]"
"[164, 110, 115]","[(128, 199, 31), (131, 84, 50), (199, 78, 189)]"
"[186, 140, 105]","[(128, 199, 31), (131, 84, 50), (243, 139, 170)]"
"[200, 189, 144]","[(128, 199, 31), (176, 46, 38), (249, 255, 254)]"
"[154, 140, 93]","[(128, 199, 31), (176, 46, 38), (157, 157, 151)]"
"[112, 101, 58]","[(128, 199, 31), (176, 46, 38), (71, 79, 82)]"
"[90, 76, 34]","[(128, 199, 31), (176, 46, 38), (29, 29, 33)]"
"[142, 103, 42]","[(128, 199, 31), (176, 46, 38), (131, 84, 50)]"
"[164, 84, 36]","[(128, 199, 31), (176, 46, 38), (176, 46, 38)]"
"[200, 125, 32]","[(128, 199, 31), (176, 46, 38), (249, 128, 29)]"
"[203, 169, 48]","[(128, 199, 31), (176, 46, 38), (254, 216, 61)]"
"[140, 161, 33]","[(128, 199, 31), (176, 46, 38), (128, 199, 31)]"
"[123, 123, 28]","[(128, 199, 31), (176, 46, 38), (94, 124, 22)]"
"[87, 139, 95]","[(128, 199, 31), (176, 46, 38), (22, 156, 156)]"
"[105, 151, 126]","[(128, 199, 31), (176, 46, 38), (58, 179, 218)]"
"[106, 95, 102]","[(128, 199, 31), (176, 46, 38), (60, 68, 170)]"
"[144, 86, 109]","[(128, 199, 31), (176, 46, 38), (137, 50, 184)]"
"[176, 100, 112]","[(128, 199, 31), (176, 46, 38), (199, 78, 189)]"
"[198, 131, 102]","[(128, 199, 31), (176, 46, 38), (243, 139, 170)]"
"[219, 209, 142]","[(128, 199, 31), (249, 128, 29), (249, 255, 254)]"
"[173, 160, 90]","[(128, 199, 31), (249, 128, 29), (157, 157, 151)]"
"[130, 121, 56]","[(128, 199, 31), (249, 128, 29), (71, 79, 82)]"
"[109, 96, 32]","[(128, 199, 31), (249, 128, 29), (29, 29, 33)]"
"[160, 124, 40]","[(128, 199, 31), (249, 128, 29), (131, 84, 50)]"
"[182, 105, 34]","[(128, 199, 31), (249, 128, 29), (176, 46, 38)]"
"[219, 146, 30]","[(128, 199, 31), (249, 128, 29), (249, 128, 29)]"
"[221, 190, 46]","[(128, 199, 31), (249, 128, 29), (254, 216, 61)]"
"[158, 181, 30]","[(128, 199, 31), (249, 128, 29), (128, 199, 31)]"
"[141, 144, 26]","[(128, 199, 31), (249, 128, 29), (94, 124, 22)]"
"[105, 160, 93]","[(128, 199, 31), (249, 128, 29), (22, 156, 156)]"
"[123, 171, 124]","[(128, 199, 31), (249, 128, 29), (58, 179, 218)]"
"[124, 116, 100]","[(128, 199, 31), (249, 128, 29), (60, 68, 170)]"
"[163, 107, 107]","[(128, 199, 31), (249, 128, 29), (137, 50, 184)]"
"[194, 121, 110]","[(128, 199, 31), (249, 128, 29), (199, 78, 189)]"
"[216, 151, 100]","[(128, 199, 31), (249, 128, 29), (243, 139, 170)]"
"[220, 231, 150]","[(128, 199, 31), (254, 216, 61), (249, 255, 254)]"
"[174, 182, 98]","[(128, 199, 31), (254, 216, 61), (157, 157, 151)]"
"[131, 143, 64]","[(128, 199, 31), (254, 216, 61), (71, 79, 82)]"
"[110, 118, 40]","[(128, 199, 31), (254, 216, 61), (29, 29, 33)]"
"[161, 146, 48]","[(128, 199, 31), (254, 216, 61), (131, 84, 50)]"
"[184, 127, 42]","[(128, 199, 31), (254, 216, 61), (176, 46, 38)]"
"[220, 168, 38]","[(128, 199, 31), (254, 216, 61), (249, 128, 29)]"
"[222, 212, 54]","[(128, 199, 31), (254, 216, 61), (254, 216, 61)]"
"[160, 203, 38]","[(128, 199, 31), (254, 216, 61), (128, 199, 31)]"
"[142, 166, 34]","[(128, 199, 31), (254, 216, 61), (94, 124, 22)]"
"[106, 182, 101]","[(128, 199, 31), (254, 216, 61), (22, 156, 156)]"
"[124, 193, 132]","[(128, 199, 31), (254, 216, 61), (58, 179, 218)]"
"[126, 138, 108]","[(128, 199, 31), (254, 216, 61), (60, 68, 170)]"
"[164, 129, 115]","[(128, 199, 31), (254, 216, 61), (137, 50, 184)]"
"[195, 143, 118]","[(128, 199, 31), (254, 216, 61), (199, 78, 189)]"
"[217, 173, 108]","[(128, 199, 31), (254, 216, 61), (243, 139, 170)]"
"[188, 227, 142]","[(128, 199, 31), (128, 199, 31), (249, 255, 254)]"
"[142, 178, 91]","[(128, 199, 31), (128, 199, 31), (157, 157, 151)]"
"[100, 139, 56]","[(128, 199, 31), (128, 199, 31), (71, 79, 82)]"
"[78, 114, 32]","[(128, 199, 31), (128, 199, 31), (29, 29, 33)]"
"[130, 142, 40]","[(128, 199, 31), (128, 199, 31), (131, 84, 50)]"
"[152, 122, 34]","[(128, 199, 31), (128, 199, 31), (176, 46, 38)]"
"[188, 164, 30]","[(128, 199, 31), (128, 199, 31), (249, 128, 29)]"
"[191, 208, 46]","[(128, 199, 31), (128, 199, 31), (254, 216, 61)]"
"[128, 199, 31]","[(128, 199, 31), (128, 199, 31), (128, 199, 31)]"
"[111, 162, 26]","[(128, 199, 31), (128, 199, 31), (94, 124, 22)]"
"[75, 178, 94]","[(128, 199, 31), (128, 199, 31), (22, 156, 156)]"
"[93, 189, 124]","[(128, 199, 31), (128, 199, 31), (58, 179, 218)]"
"[94, 134, 100]","[(128, 199, 31), (128, 199, 31), (60, 68, 170)]"
"[132, 124, 108]","[(128, 199, 31), (128, 199, 31), (137, 50, 184)]"
"[164, 138, 110]","[(128, 199, 31), (128, 199, 31), (199, 78, 189)]"
"[186, 169, 100]","[(128, 199, 31), (128, 199, 31), (243, 139, 170)]"
"[180, 208, 140]","[(128, 199, 31), (94, 124, 22), (249, 255, 254)]"
"[134, 159, 89]","[(128, 199, 31), (94, 124, 22), (157, 157, 151)]"
"[91, 120, 54]","[(128, 199, 31), (94, 124, 22), (71, 79, 82)]"
"[70, 95, 30]","[(128, 199, 31), (94, 124, 22), (29, 29, 33)]"
"[121, 123, 38]","[(128, 199, 31), (94, 124, 22), (131, 84, 50)]"
"[144, 104, 32]","[(128, 199, 31), (94, 124, 22), (176, 46, 38)]"
"[180, 145, 28]","[(128, 199, 31), (94, 124, 22), (249, 128, 29)]"
"[182, 189, 44]","[(128, 199, 31), (94, 124, 22), (254, 216, 61)]"
"[120, 180, 29]","[(128, 199, 31), (94, 124, 22), (128, 199, 31)]"
"[102, 143, 24]","[(128, 199, 31), (94, 124, 22), (94, 124, 22)]"
"[66, 159, 91]","[(128, 199, 31), (94, 124, 22), (22, 156, 156)]"
"[84, 170, 122]","[(128, 199, 31), (94, 124, 22), (58, 179, 218)]"
"[86, 115, 98]","[(128, 199, 31), (94, 124, 22), (60, 68, 170)]"
"[124, 106, 105]","[(128, 199, 31), (94, 124, 22), (137, 50, 184)]"
"[155, 120, 108]","[(128, 199, 31), (94, 124, 22), (199, 78, 189)]"
"[177, 150, 98]","[(128, 199, 31), (94, 124, 22), (243, 139, 170)]"
"[162, 216, 174]","[(128, 199, 31), (22, 156, 156), (249, 255, 254)]"
"[116, 167, 122]","[(128, 199, 31), (22, 156, 156), (157, 157, 151)]"
"[73, 128, 88]","[(128, 199, 31), (22, 156, 156), (71, 79, 82)]"
"[52, 103, 63]","[(128, 199, 31), (22, 156, 156), (29, 29, 33)]"
"[103, 131, 72]","[(128, 199, 31), (22, 156, 156), (131, 84, 50)]"
"[126, 112, 66]","[(128, 199, 31), (22, 156, 156), (176, 46, 38)]"
"[162, 153, 61]","[(128, 199, 31), (22, 156, 156), (249, 128, 29)]"
"[164, 197, 77]","[(128, 199, 31), (22, 156, 156), (254, 216, 61)]"
"[102, 188, 62]","[(128, 199, 31), (22, 156, 156), (128, 199, 31)]"
"[84, 151, 58]","[(128, 199, 31), (22, 156, 156), (94, 124, 22)]"
"[48, 167, 125]","[(128, 199, 31), (22, 156, 156), (22, 156, 156)]"
"[66, 178, 156]","[(128, 199, 31), (22, 156, 156), (58, 179, 218)]"
"[68, 123, 132]","[(128, 199, 31), (22, 156, 156), (60, 68, 170)]"
"[106, 114, 139]","[(128, 199, 31), (22, 156, 156), (137, 50, 184)]"
"[137, 128, 141]","[(128, 199, 31), (22, 156, 156), (199, 78, 189)]"
"[159, 158, 132]","[(128, 199, 31), (22, 156, 156), (243, 139, 170)]"
"[171, 222, 189]","[(128, 199, 31), (58, 179, 218), (249, 255, 254)]"
"[125, 173, 138]","[(128, 199, 31), (58, 179, 218), (157, 157, 151)]"
"[82, 134, 103]","[(128, 199, 31), (58, 179, 218), (71, 79, 82)]"
"[61, 109, 79]","[(128, 199, 31), (58, 179, 218), (29, 29, 33)]"
"[112, 136, 87]","[(128, 199, 31), (58, 179, 218), (131, 84, 50)]"
"[134, 118, 81]","[(128, 199, 31), (58, 179, 218), (176, 46, 38)]"
"[171, 158, 77]","[(128, 199, 31), (58, 179, 218), (249, 128, 29)]"
"[174, 202, 93]","[(128, 199, 31), (58, 179, 218), (254, 216, 61)]"
"[110, 194, 78]","[(128, 199, 31), (58, 179, 218), (128, 199, 31)]"
"[94, 156, 73]","[(128, 199, 31), (58, 179, 218), (94, 124, 22)]"
"[58, 172, 140]","[(128, 199, 31), (58, 179, 218), (22, 156, 156)]"
"[76, 184, 171]","[(128, 199, 31), (58, 179, 218), (58, 179, 218)]"
"[76, 128, 147]","[(128, 199, 31), (58, 179, 218), (60, 68, 170)]"
"[115, 120, 154]","[(128, 199, 31), (58, 179, 218), (137, 50, 184)]"
"[146, 134, 157]","[(128, 199, 31), (58, 179, 218), (199, 78, 189)]"
"[168, 164, 147]","[(128, 199, 31), (58, 179, 218), (243, 139, 170)]"
"[172, 194, 177]","[(128, 199, 31), (60, 68, 170), (249, 255, 254)]"
"[126, 145, 126]","[(128, 199, 31), (60, 68, 170), (157, 157, 151)]"
"[82, 106, 91]","[(128, 199, 31), (60, 68, 170), (71, 79, 82)]"
"[62, 81, 67]","[(128, 199, 31), (60, 68, 170), (29, 29, 33)]"
"[112, 109, 75]","[(128, 199, 31), (60, 68, 170), (131, 84, 50)]"
"[135, 90, 69]","[(128, 199, 31), (60, 68, 170), (176, 46, 38)]"
"[172, 131, 65]","[(128, 199, 31), (60, 68, 170), (249, 128, 29)]"
"[174, 175, 81]","[(128, 199, 31), (60, 68, 170), (254, 216, 61)]"
"[111, 166, 66]","[(128, 199, 31), (60, 68, 170), (128, 199, 31)]"
"[94, 129, 61]","[(128, 199, 31), (60, 68, 170), (94, 124, 22)]"
"[58, 145, 128]","[(128, 199, 31), (60, 68, 170), (22, 156, 156)]"
"[76, 156, 159]","[(128, 199, 31), (60, 68, 170), (58, 179, 218)]"
"[77, 101, 135]","[(128, 199, 31), (60, 68, 170), (60, 68, 170)]"
"[116, 92, 142]","[(128, 199, 31), (60, 68, 170), (137, 50, 184)]"
"[146, 106, 145]","[(128, 199, 31), (60, 68, 170), (199, 78, 189)]"
"[168, 136, 135]","[(128, 199, 31), (60, 68, 170), (243, 139, 170)]"
"[191, 190, 181]","[(128, 199, 31), (137, 50, 184), (249, 255, 254)]"
"[145, 141, 129]","[(128, 199, 31), (137, 50, 184), (157, 157, 151)]"
"[102, 102, 95]","[(128, 199, 31), (137, 50, 184), (71, 79, 82)]"
"[81, 77, 70]","[(128, 199, 31), (137, 50, 184), (29, 29, 33)]"
"[132, 104, 79]","[(128, 199, 31), (137, 50, 184), (131, 84, 50)]"
"[154, 85, 73]","[(128, 199, 31), (137, 50, 184), (176, 46, 38)]"
"[191, 126, 68]","[(128, 199, 31), (137, 50, 184), (249, 128, 29)]"
